Province,District,DATIM_Site_Name,Support Mechanism,Facility IP,E-HR Status,Site Classification,Recency District,Facility,DATIM Site Name,DATIM Org ID,Facility ID,Province Code,District Code,Ownership,Location,Level,Status
MATEBELELAND NORTH,Umguza,Ntabazinduna - 101300 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Umguza,Ntabazinduna Clinic,Ntabazinduna - 101300 - Clinic,Lkd1Xq1rMpo,ZW050729,ZW05,,Town/City Council,Rural,Primary,Open
MIDLANDS,Gweru,Ntabamhlope - 101299 - Rural Health Centre,PEPFAR,ZHI,ACTIVE,Health facility,Gweru,Ntabamhlope Rural Health Centre,Ntabamhlope - 101299 - Rural Health Centre,ZPOJK6AT4IP,ZW070406,ZW07,,Government,Rural,Primary,
MATEBELELAND SOUTH,Bulilima,Nswazwi - 101298 - Rural Health Centre,PEPFAR,OPHID,ACTIVE,Health facility,Bulilima,Nswazwi Rural Health Centre,Nswazwi - 101298 - Rural Health Centre,r3OGNRrJ82z,ZW060208,ZW06,,Government,Rural,,
MATEBELELAND SOUTH,Umzingwane,Nswazi - 101297 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Umzingwane,Nswazi Clinic,Nswazi - 101297 - Clinic,DD4GJqpcTRS,ZW060630,ZW06,,Rural Council,Rural,,
MATEBELELAND SOUTH,Beitbridge,Nottingham - 101292 - Rural Health Centre,PEPFAR,OPHID,ACTIVE,Health facility,Beitbridge,Nottingham Rural Health Centre,Nottingham - 101292 - Rural Health Centre,Z7Wzn53893G,ZW060109,ZW06,,,Rural,,
MASHONALAND WEST,Chegutu,Norton - 101291 - Hospital,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Chegutu,Norton Hospital,Norton - 101291 - Hospital,nhjrpXRP9Mk,ZW04010C,ZW04,,Town/City Council,Urban,Secondary,Open
Bulawayo,Bulawayo,Northern Suburbs - 101290 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Bulawayo,Northern Suburbs Clinic,Northern Suburbs - 101290 - Clinic,en6HLtwW3sN,ZW090A18,ZW09,,Town/City Council,Urban,Primary,Open
MATEBELELAND NORTH,Tsholotsho,Nkunzi - 101280 - Rural Health Centre,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Tsholotsho,Nkunzi Clinic,Nkunzi - 101280 - Rural Health Centre,VqQbNnmOqPo,ZW050630,ZW05,,Town/City Council,Rural,Primary,Open
Bulawayo,Bulawayo,Nkulumane - 101278 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Bulawayo,Nkulumane Clinic,Nkulumane - 101278 - Clinic,Sv1eXLkWUya,ZW090A10,ZW09,,Town/City Council,Urban,Primary,Open
Bulawayo,Bulawayo,Nketa - 101276 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Bulawayo,Nketa Clinic,Nketa - 101276 - Clinic,gpJEjabIuP7,ZW090A17,ZW09,,Town/City Council,Urban,Primary,Open
MATEBELELAND NORTH,Nkayi,Nkayi - 101275 - District Hospital,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Nkayi,Nkayi District Hospital,Nkayi - 101275 - District Hospital,kqTqyIwwPWa,ZW05050A,ZW05,,Government,Rural,Secondary,Open
MATEBELELAND SOUTH,Insiza,Nkankezi - 101274 - Rural Health Centre,PEPFAR,OPHID,ACTIVE,Health facility,Insiza,Nkankezi Rural Health Centre,Nkankezi - 101274 - Rural Health Centre,gu6QjBK15Rz,ZW060405,ZW06,,Government,Rural,,
Bulawayo,Bulawayo,Njube - 101273 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Bulawayo,Njube Clinic,Njube - 101273 - Clinic,UCKxgQFp862,ZW090A09,ZW09,,Town/City Council,Urban,Primary,Open
MIDLANDS,Gokwe South,Njelele - 101272 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Gokwe South,Njelele clinic,Njelele - 101272 - Clinic,vXnel4MlOIT,ZW070318,ZW07,,Rural Council,Rural,Primary,
MATEBELELAND SOUTH,Gwanda,Nhwali - 101271 - Rural Health Centre,PEPFAR,OPHID,ACTIVE,Health facility,Gwanda,Nhwali RHC,Nhwali - 101271 - Rural Health Centre,CPy6XjJD08i,ZW060303,ZW06,,Government,Rural,,
MASHONALAND EAST,Murehwa,Nhowe - 101270 - Mission Hospital,PEPFAR,ZACH,ACTIVE,Health facility,Murewa,Nhowe Mission Hospital,Nhowe - 101270 - Mission Hospital,KHym7Le7S6g,ZW03070C,ZW03,,Mission,Rural,Mission Hospital,Active
MATEBELELAND SOUTH,Umzingwane,Nhlangano - 101269 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Umzingwane,Nhlangano Clinic,Nhlangano - 101269 - Clinic,tN6rOnRMwmB,ZW060629,ZW06,,Rural Council,Rural,,
MASHONALAND EAST,UMP,Nhakiwa - 101262 - Clinic,PEPFAR,GoZ,ACTIVE,Health facility,UMP,Nhakiwa Clinic,Nhakiwa - 101262 - Clinic,YYdg5pabQQ7,ZW030333,ZW03,,Rural Council,Rural,clinic,Active
MIDLANDS,Mberengwa,Ngungumbane - 101259 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Mberengwa,Ngungumbane Clinic,Ngungumbane - 101259 - Clinic,HQMqEmIOVzv,ZW070636,ZW07,,Rural Council,Rural,Primary,Open
MASVINGO,Chivi,Ngundu - 101258 - Rural Health Centre,PEPFAR,JF kapnek,ACTIVE,Health facility,Chivi,Ngundu Rural Health Centre,Ngundu - 101258 - Rural Health Centre,TEsXYdnUcfu,ZW080304,ZW08,,Government,Rural,Primary,Open
MASVINGO,Masvingo,Ngomahuru - 101253 - Rural Health Centre,PEPFAR,JF kapnek,ACTIVE,Health facility,Masvingo,Ngomahuru Rural Health Centre,Ngomahuru - 101253 - Rural Health Centre,O7ozICEgzWS,ZW080544,ZW08,,Govt,Rural,Primary,Open
MASHONALAND WEST,Mhondoro,Ngezi - 101251 - Rural Hosp,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mhondoro,Ngezi (mhondoro) Rural Hospital,Ngezi - 101251 - Rural Hosp,vUkB35RhitH,ZW04050A,ZW04,,Government,Rural,Primary,Open
MIDLANDS,Mberengwa,Neta Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Mberengwa,Neta Clinic,Neta Clinic,Tuja7aMuhP7,ZW070643,ZW07,,Rural Council,Rural,Primary,Open
MATEBELELAND NORTH,Nkayi,Nesigwe - 101233 - Rural Health Centre,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Nkayi,Nesigwe Clinic,Nesigwe - 101233 - Rural Health Centre,wdGaR1C8TeZ,ZW050526,ZW05,,Town/City Council,Rural,Primary,Open
MASVINGO,Mwenezi,Neshuro - 101232 - District Hospital,PEPFAR,JF kapnek,ACTIVE,Health facility,Mwenezi,Neshuro District Hospital,Neshuro - 101232 - District Hospital,L1NXyIXr4Xi,ZW08060A,ZW08,,Government,Rural,Secondary,Open
MANICALAND,Buhera,Nerutanga - 101231 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Buhera,Nerutanga,Nerutanga - 101231 - Clinic,ZW010137,ZW010137,ZW01,,Rural Council,Rural,Primary,Open
MASHONALAND CENTRAL,Mt Darwin,Nembire - 101226 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mt Darwin,NEMBIRE,Nembire - 101226 - Clinic,iZ5hW3G3A2o,ZW020527,ZW02,,COUNCIL,Rural,Primary,Open
MASVINGO,Gutu,Nemashakwe - 101224 - Clinic,PEPFAR,JF kapnek,ACTIVE,Health facility,Gutu,Nemashakwe Rural Health Centre,Nemashakwe - 101224 - Clinic,vJvZoHHCXoL,ZW080405,ZW08,,Government,Rural,Primary,Open
MASVINGO,Masvingo,Nemwanwa - 101228 - Clinic,PEPFAR,JF kapnek,ACTIVE,Health facility,Masvingo,Nemamwa Rural Health Centre,Nemwanwa - 101228 - Clinic,BYmITScQJL8,ZW080506,ZW08,,Govt,Rural,Primary,Open
MASVINGO,Mwenezi,Nehanda - 101222 - Clinic,PEPFAR,JF kapnek,ACTIVE,Health facility,Mwenezi,Nehanda Rural Health Centre,Nehanda - 101222 - Clinic,yzw2HRX9Prn,ZW080605,ZW08,,Government,Rural,Primary,Open
MIDLANDS,Mberengwa,Negobe - 101219 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Mberengwa,Negove Clinic,Negobe - 101219 - Clinic,Q8Btfg2jxPv,ZW070634,ZW07,,Rural Council,Rural,Primary,Open
MANICALAND,Makoni,Nedevedzo - 101216 - Rural Hospital,PEPFAR,ZHI,ACTIVE,Health facility,Makoni,Nedewedzo Rural Hospital,Nedevedzo - 101216 - Rural Hospital,BTZXAPMERV4,ZW01040D,ZW01,,Government,Rural,Primary ,Open
MATEBELELAND SOUTH,Bulilima,Ndiweni - 101211 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Bulilima,Ndiweni Clinic,Ndiweni - 101211 - Clinic,mCKQlE4o0Yr,ZW060230,ZW06,,Rural Council,Rural,,
MASVINGO,Zaka,Ndanga - 101210 - Hospital,PEPFAR,JF kapnek,ACTIVE,Health facility,Zaka,Ndanga District Hospital,Ndanga - 101210 - Hospital,ZlQRjkoXG9b,ZW08070A,ZW08,,Government,Rural,Secondary,Open
MATEBELELAND SOUTH,Matobo,Ndabankulu Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Matobo,Ndabankulu Clinic,Ndabankulu Clinic,JBrHjCgtk1U,ZW060508,ZW06,,Town/City Council,Rural,,
MATEBELELAND SOUTH,Matobo,Natisa - 101208 - Rural Health Centre,PEPFAR,OPHID,ACTIVE,Health facility,Matobo,Natisa Rural Health Centre,Natisa - 101208 - Rural Health Centre,BT9ERqzG21A,ZW060501,ZW06,,Government,Rural,,
MATEBELELAND SOUTH,Umzingwane,Umzingwane - 101725 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Umzingwane,Mzingwane RHC,Umzingwane - 101725 - Clinic,NYyR0XgxhQr,ZW060606,ZW06,,Government,Rural,,
MATEBELELAND SOUTH,Gwanda,Mzimuni - 101203 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Gwanda,Mzimuni Clinic,Mzimuni - 101203 - Clinic,KOtS4LirnJo,ZW060328,ZW06,,Rural Council,Rural,,
Bulawayo,Bulawayo,Mzilikazi - 101202 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Bulawayo,Mzilikazi Clinic,Mzilikazi - 101202 - Clinic,LzPod6UX2mA,ZW090A08,ZW09,,Town/City Council,Urban,Primary,Open
MASVINGO,Mwenezi,Mwenezi - 101000 - Council Clinic,PEPFAR,JF kapnek,ACTIVE,Health facility,Mwenezi,Mwenezi Clinic,Mwenezi - 101000 - Council Clinic,nNRxlONErnx,ZW080628,ZW08,,Rural Council,Rural,Primary,Open
MASHONALAND EAST,Goromonzi,Mwanza - 101195 - Rural Health Centre,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Goromonzi,Mwanza Rural Health Centre,Mwanza - 101195 - Rural Health Centre,VkOjFEfhMcg,ZW030203,ZW03,,Government,Rural,clinic,Active
MIDLANDS,Mberengwa,Mwenezi - 101198 - Rural Health Centre,PEPFAR,ZHI,ACTIVE,Health facility,Mberengwa,Mwanezi Rural Health Centre,Mwenezi - 101198 - Rural Health Centre,ZWwFAVck5em,ZW070605,ZW07,,Government,Rural,Primary,Open
MASHONALAND WEST,Hurungwe,Mwami - 101194 - Hospital,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Hurungwe,Mwami Rural Hospital,Mwami - 101194 - Hospital,Pr38K304mkU,ZW04020C,ZW04,,Government,Rural,Primary,Open
MASHONALAND CENTRAL,Mazowe,Mvurwi - 101192 - Hospital,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mazowe,MVURWI,Mvurwi - 101192 - Hospital,VLIf5uV4fhB,ZW02040E,ZW02,,Gvt,Urban,Primary,Open
MANICALAND,Buhera,Muzokomba - 101190 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Buhera,Muzokomba,Muzokomba - 101190 - Clinic,jFqSHbG59uf,ZW010136,ZW01,,Rural Council,Rural,Primary,Open
MASHONALAND WEST,Sanyati,Muuyu - 101186 - Council Clinic,PEPFAR,ZACH,ACTIVE,Health facility,Sanyati,Muuyu - 101186 - Council Clinic,Muuyu - 101186 - Council Clinic,Bk0ONEIrW2b,ZW040629,ZW04,,,Rural,,
MASHONALAND CENTRAL,Mt Darwin,Mutungagore - 101185 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mt Darwin,MUTUNGAGORE,Mutungagore - 101185 - Clinic,N2c3DJKzPZi,ZW020507,ZW02,,GOVERNMENT,Rural,Primary,Open
MASHONALAND WEST,Zvimba,Mtorashanga - 101072 - Hospital,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Zvimba,Mutorashanga RDC Hospital,Mtorashanga - 101072 - Hospital,z8IQ5wyJfwO,ZW04060F,ZW04,,Rural Council,Peri-Urban,Primary,MINING
MANICALAND,Buhera,Mutiusinazita - 101179 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Buhera,Mutiusinazita,Mutiusinazita - 101179 - Clinic,RZQzoM8gIgm,ZW010135,ZW01,,Rural Council,Rural,Primary,Open
MANICALAND,Buhera,Mutepfe - 101174 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Buhera,Mutepfe,Mutepfe - 101174 - Clinic,ZW010134,ZW010134,ZW01,,Rural Council,Rural,Primary,Open
MANICALAND,Chipinge,Mutema - 101171 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Chipinge,Mutema Clinic,Mutema - 101171 - Clinic,y2zdUiQO4He,ZW010333,ZW01,,Rural Council,Rural,Primary,Open
MASHONALAND EAST,UMP,Mutawatawa - 101170 - District Hosptal,PEPFAR,GoZ,ACTIVE,Health facility,UMP,Mutawatawa District Hospital,Mutawatawa - 101170 - District Hosptal,UrJZsRd5PPS,ZW03030A,ZW03,,Government,Rural,District,Active
MASHONALAND CENTRAL,Mt Darwin,Mutasa - 101168 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mt Darwin,MUTASA,Mutasa - 101168 - Clinic,YO94lYZNrgL,ZW020508,ZW02,,GOVERNMENT,Rural,Primary,Open
MASVINGO,Masvingo,Musvovi - 101158 - Clinic,PEPFAR,JF kapnek,ACTIVE,Health facility,Masvingo,Musvovi Rural Health Centre,Musvovi - 101158 - Clinic,qWZgejuypcm,ZW080504,ZW08,,Govt,Rural,Primary,Open
MIDLANDS,Mberengwa,Musume - 101157 - Mission Hospital,PEPFAR,ZHI,ACTIVE,Health facility,Mberengwa,Musume Mission Hospital,Musume - 101157 - Mission Hospital,b1EmP6cfSji,ZW07060E,ZW07,,Mission,Rural,Primary,Open
MASHONALAND EAST,UMP,Muskwe - 101155 - Clinic,PEPFAR,GoZ,ACTIVE,Health facility,UMP,Muskwe Clinic,Muskwe - 101155 - Clinic,jyiZVgDtxFO,ZW030337,ZW03,,Rural Council,Rural,clinic,Active
MIDLANDS,Gokwe South,Musita - 101154 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Gokwe South,Musita Clinic,Musita - 101154 - Clinic,M8BCidxIPZM,ZW070336,ZW07,,Rural Council,Rural,Primary,
MASVINGO,Zaka,Musiso - 101153 - Mission Hospital,PEPFAR,JF kapnek,ACTIVE,Health facility,Zaka,Musiso Mission Hospital,Musiso - 101153 - Mission Hospital,mJ9eUB3If4W,ZW08070C,ZW08,,Rural Council,Rural,Secondary,Open
MASHONALAND WEST,Chegutu,Musinami - 101151 - Rural Health Centre,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Chegutu,Musinami Rural Health Centre,Musinami - 101151 - Rural Health Centre,Ihe6efhYbFJ,ZW040106,ZW04,,Government,Rural,Primary,Open
MANICALAND,Mutare,Mushunje - 101149 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Mutare,Mushunje Clinic,Mushunje - 101149 - Clinic,nFJhU0rVPlH,ZW010535,ZW01,,Rural Council,Rural,Primary,Open
MASHONALAND CENTRAL,Mbire,Mushumbi - 101148 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mbire,Mushumbi RHC,Mushumbi - 101148 - Clinic,KgEo8UFMjYh,ZW020803,ZW02,,Government,Rural,Primary,Open
MASVINGO,Masvingo,Mushandike - 101142 - Clinic,PEPFAR,JF kapnek,ACTIVE,Health facility,Masvingo,Mushandike Rural Health Centre,Mushandike - 101142 - Clinic,bGVZqTZYySb,ZW080503,ZW08,,Govt,Rural,Primary,Open
MASHONALAND CENTRAL,Mbire,Musengezi Clinic,PEPFAR,ZACH,ACTIVE,Health facility,Mbire,Musengezi Clinic,Musengezi Clinic,M4GHS3BEA5l,ZW020832,ZW02,,Rural Council,Rural,Primary,Open
MASHONALAND CENTRAL,Mt Darwin,Murongwe Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mt Darwin,MURONGWE,Murongwe Clinic,J6RuoF0hurv,ZW020536,ZW02,,COUNCIL,Rural,Primary,Open
MANICALAND,Mutare,Muromo - 101134 - Rural Health Centre,PEPFAR,ZHI,ACTIVE,Health facility,Mutare,Muromo Rural Health Centre,Muromo - 101134 - Rural Health Centre,JS42B8mFEYI,ZW010506,ZW01,,Government,Rural,Primary,Open
MASHONALAND WEST,Zvimba,Muriel - 101131 - Mine Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Zvimba,Muriel Mine Clinic,Muriel - 101131 - Mine Clinic,oSJInwLJmPq,ZW040776,ZW04,,,Rural,,
MASHONALAND EAST,Murehwa,Murewa - 101128 - Poly Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Murewa,Murewa Polyclinic,Murewa - 101128 - Poly Clinic,l7xNQF9S63C,ZW030722,ZW03,,Rural Council,Rural,clinic,Active
MASHONALAND EAST,Murehwa,Murewa - 101129 - District Hospital,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Murewa,Murewa Gvt District Hospital,Murewa - 101129 - District Hospital,Z0DMs3KU6oN,ZW03070A,ZW03,,Government,Rural,District Hospital,Active
MASHONALAND WEST,Makonde,Murereka - 101127 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Makonde,Murereka Rural Health Centre,Murereka - 101127 - Clinic,e8DVLtd2Bvv,ZW040407,ZW04,,Government,Rural,Primary,Open
MASHONALAND WEST,Mhondoro,Murambwa - 101125 - Council clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mhondoro,Murambwa RDC Clinic,Murambwa - 101125 - Council clinic,Ni4JXZ8ecnx,ZW040523,ZW04,,Rural Council,Rural,Primary,Open
MANICALAND,Buhera,Murambinda - 101124 - District Hospital,PEPFAR,ZHI,ACTIVE,Health facility,Buhera,Murambinda,Murambinda - 101124 - District Hospital,IfQGMZN0HcM,ZW01010C,ZW01,,Mission,Rural,Secondary,Open
MASVINGO,Gutu,Munyikwa - 101114 - Rural Health Centre,PEPFAR,JF kapnek,ACTIVE,Health facility,Gutu,Munyikwa Clinic,Munyikwa - 101114 - Rural Health Centre,xclPYKg6TTi,ZW080430,ZW08,,Rural Council,Rural,Primary,Open
MANICALAND,Mutare,Munyarari - 101112 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Mutare,Munyarari Clinic,Munyarari - 101112 - Clinic,LLYfRU87KVr,ZW010510,ZW01,,Mission,Rural,Primary,Open
MANICALAND,Buhera,Munyanyi - 101110 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Buhera,Munyanyi Clinic,Munyanyi - 101110 - Clinic,WKyg79FMK1g,ZW010119,ZW01,,,Rural,,
MASHONALAND EAST,Murehwa,Munamba - 101105 - Rural Health Centre,PEPFAR,ZACH,ACTIVE,Health facility,Murewa,Munamba Rural Health Centre,Munamba - 101105 - Rural Health Centre,ylh5zzWxRDn,ZW030706,ZW03,,Government,Rural,clinic,Active
MASHONALAND CENTRAL,Mt Darwin,Mukumbura - 101101 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mt Darwin,MUKUMBURA,Mukumbura - 101101 - Clinic,Ylaxp0B4fw0,ZW020503,ZW02,,GOVERNMENT,Rural,Primary,Open
MASHONALAND WEST,Makonde,Mukohwe - 101096 - Clinic,PEPFAR,ZACH,ACTIVE,Health facility,Makonde,Mukohwe RDC Clinic,Mukohwe - 101096 - Clinic,UVH7HHcS5e4,ZW040426,ZW04,,Rural Council,Rural,Primary,Open
MASHONALAND WEST,Mhondoro,Mukarati - 101092 - Council Clinic,PEPFAR,ZACH,ACTIVE,Health facility,Mhondoro,Mukarati - 101092 - Council Clinic,Mukarati - 101092 - Council Clinic,T6RUFUxoPLP,ZW040522,ZW04,,,Rural,,
MASHONALAND EAST,Marondera,Mudzimuirema - 101084 - Rural Health Centre,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Marondera,Mudzimurema Rural Health Centre,Mudzimuirema - 101084 - Rural Health Centre,d4wPf8dhlPQ,ZW030505,ZW03,,Rural Council,Rural,clinic,Active
MANICALAND,Buhera,Mudanda - 101081 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Buhera,Mudanda,Mudanda - 101081 - Clinic,ZW010124,ZW010124,ZW01,,Rural Council,Rural,Primary,Open
MASHONALAND EAST,Seke,Muda - 101080 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Seke,Muda Clinic,Muda - 101080 - Clinic,o5kCOvuHFbM,ZW030925,ZW03,,Rural Council,Rural,clinic,Active
MASHONALAND EAST,Murehwa,Muchinjike - 101079 - Rural Health Centre,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Murewa,Muchinjike Rural Health Centre,Muchinjike - 101079 - Rural Health Centre,ic2VBm6nv6a,ZW030750,ZW03,,Rural Council,Rural,clinic,Active
MASVINGO,Masvingo,Mucheke - 101077 - Clinic,PEPFAR,JF kapnek,ACTIVE,Health facility,Masvingo,Mucheke Clinic,Mucheke - 101077 - Clinic,PPyDaHmqOoL,ZW080535,ZW08,,City Council,Urban,Primary,Open
MANICALAND,Makoni,Mubvurungwa - 101075 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Makoni,Mubvurungwa Clinic,Mubvurungwa - 101075 - Clinic,D7ozNJrRYT5,ZW010441,ZW01,,Rural Council,Rural,Primary ,Open
MATEBELELAND SOUTH,Gwanda,Mtshabezi - 101073 - Mission Hospital,PEPFAR,OPHID,ACTIVE,Health facility,Gwanda,Mtshabezi Mission Hospital,Mtshabezi - 101073 - Mission Hospital,IVZFwtiwLgU,ZW06030C,ZW06,,Mission,Rural,,
MATEBELELAND SOUTH,Beitbridge,Mtetengwe - 101069 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Beitbridge,Mtetengwe Clinic,Mtetengwe - 101069 - Clinic,ooCbPaLKfGV,ZW060179,ZW06,,Rural Council,Rural,,
MIDLANDS,Kwekwe,Msilahove - 101055 - Rural Hospital,PEPFAR,ZHI,ACTIVE,Health facility,Kwekwe,Msilahobe Rural Health Centre,Msilahove - 101055 - Rural Hospital,s33kOOe8v54,ZW070504,ZW07,,Government,Rural,Primary,
MASHONALAND WEST,Chegutu,Msengezi - 101053 - Mission Hospital,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Chegutu,Msengezi Clinic,Msengezi - 101053 - Mission Hospital,,ZW040105,,,,,,
MIDLANDS,Mberengwa,Mposi - 101048 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Mberengwa,Mposi Clinic,Mposi - 101048 - Clinic,R1CcS5Hxd1k,ZW070639,ZW07,,Rural Council,Rural,Primary,Open
MIDLANDS,Mberengwa,Mponjani - 101046 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Mberengwa,Mponjani Clinic,Mponjani - 101046 - Clinic,B9tfPt6kbdN,ZW070638,ZW07,,Rural Council,Rural,Primary,Open
MATEBELELAND SOUTH,Umzingwane,Mpisini - 101044 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Umzingwane,Mpisini RHC,Mpisini - 101044 - Clinic,QF8O7qAp5NJ,ZW060605,ZW06,,Government,Rural,,
MATEBELELAND NORTH,Tsholotsho,Mpanedziba - 101040 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Tsholotsho,Mpanedziba Clinic,Mpanedziba - 101040 - Clinic,aXdklJjzRGW,ZW050697,ZW05,,Town/City Council,Rural,Primary,Open
MASHONALAND WEST,Hurungwe,Moy RDC Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Hurungwe,Moy RDC Clinic,Moy RDC Clinic,zsDKyIf4vbl,ZW040235,ZW04,,Rural Council,Rural,Primary,Open
MANICALAND,Mutare,Mt. Zuma - 101064 - Rural Health Centre,PEPFAR,ZHI,ACTIVE,Health facility,Mutare,Mount Zuma Clinic,Mt. Zuma - 101064 - Rural Health Centre,L1KD15RCB3o,ZW010509,ZW01,,Rural Council,Rural,Primary,Open
MANICALAND,Chipinge,Mt. Selinda - 101065 - Mission Hospital,PEPFAR,ZHI,ACTIVE,Health facility,Chipinge,Mount Selinda Mission Hospital,Mt. Selinda - 101065 - Mission Hospital,nlmsitPL9Iu,ZW01030C,ZW01,,Mission,Rural,Primary,Open
MASHONALAND WEST,Zvimba,Mt. Hampden - 101059 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Zvimba,Mount Hampden RDC Clinic,Mt. Hampden - 101059 - Clinic,IM2c57bchDp,ZW040745,ZW04,,Rural Council,Peri-Urban,Primary,RURAL
MASVINGO,Masvingo,Mogenester - 101030 - Mission Hospital,PEPFAR,JF kapnek,ACTIVE,Health facility,Masvingo,Morgenster Mission Hospital,Mogenester - 101030 - Mission Hospital,J4lnaGjZpej,ZW08050D,ZW08,,Mission,Rural,Primary,Open
MIDLANDS,Gweru,Monomutapa - 101034 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Gweru,Monomutapa Clinic,Monomutapa - 101034 - Clinic,aGWqGhV3ang,ZW070464,ZW07,,Town/City Council,Urban,Primary,
MASHONALAND WEST,Chegutu,Monera - 101033 - Council Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Chegutu,Monera Rural Health Centre,Monera - 101033 - Council Clinic,Pj8Kuw1CNhE,ZW040104,ZW04,,Government,Rural,Primary,Open
MANICALAND,Buhera,Mombeyarara - 101032 - Rural Health Centre,PEPFAR,ZHI,ACTIVE,Health facility,Buhera,Mombeyarara,Mombeyarara - 101032 - Rural Health Centre,GRnO7AgEsEI,ZW010104,ZW01,,Rural Council,Rural,Primary,Open
MIDLANDS,Mberengwa,Mnene - 101029 - Mission Hospital,PEPFAR,ZHI,ACTIVE,Health facility,Mberengwa,Mnene Mission Hospital,Mnene - 101029 - Mission Hospital,K6sG4uXiB6K,ZW07060C,ZW07,,Mission,Rural,Secondary,Open
MIDLANDS,Gweru,Mkoba Poly - 101023 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Gweru,Mkoba PolyClinic,Mkoba Poly - 101023 - Clinic,B1ZFRN0RAMC,ZW070463,ZW07,,Town/City Council,Urban,Primary,
MIDLANDS,Gweru,Mkoba 1 - 101022 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Gweru,Mkoba I Clinic,Mkoba 1 - 101022 - Clinic,kaTOd9MJSSE,ZW070462,ZW07,,Town/City Council,Urban,Primary,
MIDLANDS,Mberengwa,Muketi - 101094 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Mberengwa,Mketi Clinic,Muketi - 101094 - Clinic,sMfRb7ilqPz,ZW070633,ZW07,,Rural Council,Rural,Primary,Open
